Unité;Leçon;FRANZÖSISCH;PHONETIK;DEUTSCH
5;19;tranquille (adj.);[trɑ̃kil];ruhig (adj.)
5;20;appartenir (v.);[apartənir];gehören zu
5;20;bref/brève (adj.);[brɛf / brɛv];kurz (adj.)
5;20;commentaire (un);[ɛ̃ kɔmɑ̃tɛr];Kommentar (ein)
5;20;creux (un);[ɛ̃ krø];"Vertiefung (eine) (creux de la main = hohle
Hand)"
5;20;horizon (un);[ɛ̃nɔrizɔ̃];Horizont (ein)
5;20;inconnu/e (adj.);[ɛ̃kɔny / ɛ̃kɔny];unbekannt (adj.)
5;20;jeunesse (la);[la ʒoenɛs];Jugend (die)
5;20;liberté (la);[la libɛrte];Freiheit (die)
5;20;littéraire (adj.);[literɛr];literarisch (adj.)
5;20;monde (le);[lə mɔ̃d];Welt (die)
5;20;poème (un);[ɛ̃ poɛm];Gedicht (ein)
5;20;poétique (adj.);[pɔetik];poetisch (adj.)
5;20;rimer (v.);[rime];reimen
5;20;strophe (une);[yn(ə) strɔf];Strophe (eine)
5;20;syllabe (une);[yn(ə) silab];Silbe (eine)
5;20;vent (le);[lə vɑ̃];Wind (der)
6;21;agir (v.);[aʒir];handeln (v.)
6;21;combat (un);[ɛ̃ kɔ̃ba];Kampf (ein)
6;21;concerné/e (adj.);[kɔ̃sɛrne / kɔ̃sɛrne];betroffen (adj.)
6;21;déchet (un);[ɛ̃ deʃɛ];Abfall (ein)
6;21;défendre (v.);[defɑ̃dr];verteidigen
6;21;dégât (un);[ɛ̃ dega];Schaden (ein)
6;21;engagement (un);[ɛ̃nɑ̃gaʒ(ə)mɑ̃];Engagement (ein)
6;21;environnemental/e (adj.);[ɑ̃virɔn(ə)mɑ̃tal / ɑ̃virɔn(ə)mɑ̃tal];Umwelt- / umweltbezogen (adj.)
6;21;fleuve (un);[ɛ̃ floev];Fluss (ein)
6;21;fonte (la);[la fɔ̃t];Abschmelzen (das)
6;21;glacier (un);[ɛ̃ glasje];Gletscher (ein)
6;21;grève (une);[yn(ə) grɛv];Streik (ein)
6;21;incendie (un);[ɛ̃nɛ̃sɑ̃di];Brand (ein)
6;21;inondation (une);[yninɔ̃dasjɔ̃];Hochwasser (ein)
6;21;interroger (v.);[ɛ̃terɔʒe];befragen
6;21;jeune (un);[ɛ̃ ʒoen];junger Mensch (ein)
6;21;manifestation (une);[yn(ə) manifɛstasjɔ̃];Demonstration (eine)
6;21;manifester (v.);[manifɛste];demonstrieren
6;21;mondial/e (adj.);[mɔ̃djal / mɔ̃djal];weltweit (adj.)
6;21;montagne (la);[la mɔ̃taɲ];Berg (der)
6;21;mouvement (un);[ɛ̃ muv(ə)mɑ̃];Bewegung (eine)
6;21;national/e (adj.);[nasjɔnal / nasjɔnal];national (adj.)
6;21;origine (l’);[lɔriʒin];Herkunft (die)
6;21;ouragan (un);[ɛ̃nuragɑ̃];Orkan (ein)
6;21;planète (la);[la planɛt];Planet (ein)
6;21;pollution (la);[la pɔlysjɔ̃];Verschmutzung (die)
6;21;ramassage (un);[ɛ̃ ramasaʒ];Müllabfuhr (eine)
6;21;réagir (v.);[reaʒir];reagieren
6;21;réchauffement climatique (le);[lə reʃof(ə)mɑ̃ klimatik];Klimaerwärmung (die)
6;21;rivière (une);[yn(ə) rivjɛr];Fluss (ein)
6;21;s’engager (v.);[sɑ̃gaʒe];sich engagieren
6;21;sensibiliser (v.);[sɑ̃sibilize];sensibilisieren
6;21;station de ski (une);[yn(ə) stasjɔ̃ də ski];Skigebiet (ein)
6;21;terrible (adj.);[teribl];schrecklich (adj.)
6;21;tremblement de terre (un);[ɛ̃ trɑ̃bləmɑ̃ də tɛr];Erdbeben (ein)
6;22;à proximité de;[a prɔksimite də];in der Nähe von
6;22;accessoire (un);[ɛ̃nakseswar];Accessoire (ein)
6;22;biodégradable (adj.);[bjɔdegradabl];biologisch abbaubar (adj.)
6;22;bois (le);[lə bwa];Holz (das)
6;22;caoutchouc (le);[lə kautʃu];Gummi (der)
6;22;confortable (adj.);[kɔ̃fɔrtabl];bequem (adj.)
6;22;cosmétique (adj.);[kɔsmetik];kosmetisch (adj.)
6;22;coton (le);[lə kɔtɔ̃];Baumwolle (die)
6;22;cuir (le);[lə kɥir];Leder (das)
6;22;dentifrice (un);[ɛ̃ dɑ̃tifris];Zahnpasta (eine)
6;22;hydratant/e (adj.);[idratɑ̃ / idratɑ̃t];feuchtigkeitsspendend (adj.)
6;22;jouet (un);[ɛ̃ ʒwɛ];Spielzeug (ein)
6;22;laine (la);[la lɛn];Wolle (die)
6;22;matière (une);[yn(ə) matjɛr];Material (ein)
6;22;moche (adj.) (fam.);[mɔʃ / mɔʃ];scheußlich (adj.) (ugs.)
6;22;normal/e (adj.);[nɔrmal / nɔrmal];normal (adj.)
6;22;plastique (le);[lə plastik];Kunststoff (der)
6;22;produit de toilette (un);[ɛ̃ prɔdɥi də twalɛt];Toilettenartikel (ein)
6;22;prospectus (un);[ɛ̃ prɔspɛktys];Prospekt (ein)
6;22;protection (une);[yn(ə) prɔtɛksjɔ̃];Schutz (ein)
6;22;régime (un);[ɛ̃ reʒim];Diät (eine)
6;22;respectueux/euse (adj.);[rɛspɛktɥø / rɛspɛktɥøz];respektvoll (adj.)
6;22;ressembler (v.);[rəsɑ̃ble];aussehen wie
6;22;sauvage (adj.);[sovaʒ];naturbelassen (adj.)
6;22;soie (la);[la swa];Seide (die)
6;22;soja (le);[lə sɔʒa];Sojabohne (die)
6;22;solaire (adj.);[sɔlɛr];Sonnen-
6;22;soutien (un);[ɛ̃ sutjɛ̃];Unterstützung (eine)
6;22;végane (adj.);[vegan];vegan (adj.)
6;22;végétal/e (adj.);[veʒetal / veʒetal];vegetarisch (adj.)
6;23;aliment (un);[ɛ̃nalimɑ̃];Lebensmittel (ein)
6;23;amande (une);[ynamɑ̃d];Mandel (eine)
6;23;amateur/trice (adj.);[amatoer / amatris];Fan (ein)
6;23;blé (le);[lə ble];Weizen (der)
6;23;boisson (une);[yn(ə) bwasɔ̃];Getränk (ein)
6;23;boîte (une);[yn(ə) bwat];Schachtel (eine)
6;23;caisse (une);[yn(ə) kɛs];Kiste (eine)
6;23;carton (le);[lə kartɔ̃];Karton (der)
6;23;céréale (une);[yn(ə) sereal];Getreide (ein)
6;23;chocolat (le);[lə ʃɔkɔla];Schokolade (die)
6;23;consommateur/trice (un/ une);[ɛ̃ kɔ̃sɔmatoer / yn(ə) kɔ̃sɔmatris];Verbraucher/in (ein/ eine)
6;23;contenant (un);[ɛ̃ kɔ̃t(ə)nɑ̃];Behälter (ein)
6;23;croquette (une);[yn(ə) krɔkɛt];Krokette (eine)
6;23;écolo(gique) (adj.);[ekɔlɔ(ʒik)];öko(logisch) (adj.)
6;23;écologie (l’);[lekɔlɔʒi];Ökologie (die)
6;23;emballage (un);[ɛ̃nɑ̃balaʒ];Verpackung (eine)
6;23;en vrac;[ɑ̃ vrak];unverpackt
6;23;éviter (v.);[evite];vermeiden
6;23;farine (la);[la farin];Mehl (das)
6;23;fatigant/e (adj.);[fatigɑ̃ / fatigɑ̃t];anstrengend (adj.)
6;23;flacon (un);[ɛ̃ flakɔ̃];Fläschchen (ein)
6;23;flocon d’avoine (un);[ɛ̃ flɔkɔ̃ davwan];Haferflocke (eine)
6;23;fondé/e (adj.);[fɔ̃de / fɔ̃de];fundiert (adj.)
6;23;frais/fraîche (adj.);[frɛ / frɛʃ];frisch / kühl (adj.)
6;23;fruit sec (un);[ɛ̃ frɥi sɛk];Trockenfrucht (eine)
6;23;gaspiller (v.);[gaspije];verschwenden
6;23;gramme (un);[ɛ̃ gram];Gramm (ein)
6;23;kilo (un);[ɛ̃ kilo];Kilo (ein)
6;23;légumineuse (une);[yn(ə) legyminøz];Hülsenfrucht (eine)
6;23;lentille (une);[yn(ə) lɑ̃tij];Linse (eine)
6;23;maïs (le);[lə mais];Mais (der)
6;23;marchandise (une);[yn(ə) marʃɑ̃diz];Ware (eine)
6;23;millilitre (un);[ɛ̃ mililitr];Milliliter (ein)
6;23;noisette (une);[yn(ə) nwazɛt];Haselnuss (eine)
6;23;paquet (un);[ɛ̃ pakɛ];Packung (eine)
6;23;pâte (une);[yn(ə) pat];Teig (ein) (pâtes = Nudeln)
6;23;peser (v.);[pəze];wiegen
6;23;peu (un);[ɛ̃ pø];wenig (ein)
6;23;poids (le);[lə pwa];Gewicht (das)
6;23;poignée (une);[yn(ə) pwaɲe];Handvoll (eine)
6;23;pois chiche (un);[ɛ̃ pwa ʃiʃ];Kichererbse (eine)
6;23;pot (un);[ɛ̃ po];Glas (ein)
6;23;poubelle (une);[yn(ə) pubɛl];Abfalleimer (ein)
6;23;produit ménager (un);[ɛ̃ prɔdɥi menaʒe];Haushaltsprodukt (ein)
6;23;quantité (une);[yn(ə) kɑ̃tite];Menge (eine)
6;23;remplir (v.);[rɑ̃plir];füllen
6;23;représenter (v.);[rəprezɑ̃te];ausmachen / darstellen
6;23;réutiliser (v.);[reytilize];wiederverwenden
6;23;riz (le);[lə ri];Reis (der)
6;23;s’adapter (v.);[sadapte];sich anpassen
6;23;se servir (v.);[sə sɛrvir];sich nehmen
6;23;séduire (v.);[sedɥir];begeistern
6;23;sondage (un);[ɛ̃ sɔ̃daʒ];Umfrage (eine)
6;23;succès (un);[ɛ̃ syksɛ];Erfolg (ein)
6;23;sucre (le);[lə sykr];Zucker (der)
6;23;système (un);[ɛ̃ sistɛm];System (ein)
6;23;tissu (un);[ɛ̃ tisy];Stoff (ein)
6;23;tout le temps;[tu lə tɑ̃ / tultɑ̃];ständig
6;23;vente (une);[yn(ə) vɑ̃t];Verkauf (ein)
6;23;volume (un);[ɛ̃ vɔlym];Volumen (ein)
6;24;apprécier (v.);[apresje];anerkennen / würdigen
6;24;candidature (une);[yn(ə) kɑ̃didatyr];Bewerbung (eine)
6;24;chaîne (une);[yn(ə) ʃɛn];Hier: (Laden-)kette
6;24;contraire (un);[ɛ̃ kɔ̃trɛr];Gegenteil (ein)
6;24;définition (une);[yn(ə) definisjɔ̃];Definition (eine)
6;24;démarche (une);[yn(ə) demarʃ];Vorgehen (ein)
6;24;déposer (v.);[depɔze];einreichen
6;24;destinataire (un/une);[ɛ̃ dɛstinatɛr / yn(ə) dɛstinatɛr];Empfänger/in (ein/eine)
6;24;expéditeur/trice (un/ une);[ɛ̃nɛkspeditoer / ynɛkspeditris];Absender/in (ein/eine)
6;24;formel/le (adj.);[fɔrmɛl / fɔrmɛl];formell (adj.)
6;24;franchise (une);[yn(ə) frɑ̃ʃiz];Franchise (eine)
6;24;introduction (une);[ynɛ̃trɔdyksjɔ̃];Einleitung (eine)
6;24;joindre (v.);[ʒwɛ̃dr];erreichen
6;24;mime (le);[lə mim];Pantomime (die)
6;24;rédiger (v.);[rediʒe];verfassen
6;24;salutation (une);[yn(ə) salytasjɔ̃];Gruß (ein)
6;24;signature (une);[yn(ə) siɲatyr];Unterschrift (eine)
6;24;synonyme (un);[ɛ̃ sinɔnim];Synonym (ein)
6;24;traduction (une);[yn(ə) tradyksjɔ̃];Übersetzung (eine)
6;24;végétalien/ne (adj.);[veʒetaljɛ̃ / veʒetaljɛn];vegan (adj.)
7;25;accès (un);[ɛ̃naksɛ];Zugang (ein)
7;25;application mobile (appli) (une);[ynaplikasjɔ̃ mɔbil];Anwendung für Mobilgeräte (App) (eine)
7;25;astéroïde (un);[ɛ̃nasteroid];Asteroid (ein)
7;25;catastrophe (une);[yn(ə) katastrɔf];Katastrophe (eine)
7;25;catégorie (une);[yn(ə) kategɔri];Kategorie (eine)
7;25;chaîne de télévision (une);[yn(ə) ʃɛn də televizjɔ̃];Fernsehsender (ein)
7;25;civilisation (la);[la sivilizasjɔ̃];Zivilisation (die)
7;25;contradiction (une);[yn(ə) kɔ̃tradiksjɔ̃];Widerspruch (ein)
7;25;croire (v.);[krwar];glauben
7;25;enquête (une);[ynɑ̃kɛt];Umfrage (eine)
7;25;fiable (adj.);[fjabl];zuverlässig (adj.)
7;25;fin (la);[la fɛ̃];Ende (das)
7;25;infox (une);[ynɛ̃fɔks];Falschnachricht (eine)
7;25;penser (v.);[pɑ̃se];denken
7;25;percuter (v.);[pɛrkyte];einschlagen / aufprallen
7;25;pourcentage (un);[ɛ̃ pursɑ̃taʒ];prozentualer Anteil (ein)
7;25;questionnaire (un);[ɛ̃ kɛstjɔnɛr];Fragebogen (ein)
7;25;réseau social (un);[ɛ̃ rezo sɔsjal];soziales Netzwerk (ein)
7;25;station de radio (une);[yn(ə) stasjɔ̃ də radjo];Radiosender (ein)
7;25;vérifier (v.);[verifje];überprüfen
7;26;art dramatique (l’);[lar dramatik];Schauspielkunst (die)
7;26;artistique (adj.);[artistik];künstlerisch (adj.)
7;26;bibliothèque (une);[yn(ə) bibljɔtɛk];Bibliothek (eine)
7;26;citoyen/ne (un/une);[ɛ̃ sitwajɛ̃ / yn(ə) sitwajɛn];Bürger/in (ein/eine)
7;26;conservatoire (un);[ɛ̃ kɔ̃sɛrvatwar];Musik-/ Kunsthochschule (eine)
7;26;contenu (un);[ɛ̃ kɔ̃t(ə)ny];Inhalt (ein)
7;26;démocratiser (v.);[demɔkratize];populär machen
7;26;disposer de (v.);[dispɔze də];verfügen über
7;26;doctrine (une);[yn(ə) dɔktrin];Lehre (eine)
7;26;élevé/e (adj.);[el(ə)ve / el(ə)ve];hoch (adj.)
7;26;enseignement (un);[ɛ̃nɑ̃sɛɲəmɑ̃];Unterricht (ein)
7;26;exprimer (v.);[ɛksprime];ausdrücken
7;26;gratuité (la);[gratɥite];Kostenfreiheit (die)
7;26;hebdomadaire (adj.);[ɛbdɔmadɛr];wöchentlich (adj.)
7;26;inégalité (une);[yninegalite];Ungleichheit (eine)
7;26;itinérant/e (adj.);[itinerɑ̃ / itinerɑ̃t];Wander-
7;26;ministère (un);[ɛ̃ ministɛr];Ministerium (ein)
7;26;minorité (une);[yn(ə) minɔrite];Minderheit (eine)
7;26;numérisé/e (adj.);[nymerize / nymerize];digitalisiert (adj.)
7;26;offre (une);[ynɔfr];Angebot (ein)
7;26;opinion (une);[ynɔpiɲɔ̃];Meinung (eine)
7;26;partie (une);[yn(ə) parti];Teil (ein)
7;26;permanent/e (adj.);[pɛrmanɑ̃ / pɛrmanɑ̃t];Dauer-
7;26;personnalité (une);[yn(ə) pɛrsɔnalite];Persönlichkeit (eine)
7;26;plusieurs;[plyzjoer];mehrere
7;26;populaire (adj.);[pɔpylɛr];von einfacher Herkunft
7;26;quelques;[kɛlk];einige
7;26;réduire (v.);[redɥir];verringern
7;26;salle (une);[yn(ə) sal];Zimmer / Raum / Saal (ein)
7;26;temporaire (adj.);[tɑ̃pɔrɛr];vorübergehend (adj.)
7;26;tribune (une);[yn(ə) tribyn];Kolumne (eine)
7;26;varié/e (adj.);[varje / varje];abwechslungsreich (adj.)
7;27;admirer (v.);[admire];bewundern
7;27;art contemporain (l’);[lar kɔ̃tɑ̃pɔrɛ̃];zeitgenössische Kunst (die)
7;27;auteur/e (un/une);[ɛ̃notoer / ynotoer];Autor/in (ein/eine)
7;27;cause (une);[yn(ə) koz];Grund (ein)
7;27;décoratif/ive (adj.);[dekɔratif / dekɔrativ];dekorativ (adj.)
7;27;histoire (l');[listwar];Geschichte (die)
7;27;horloge (une);[ynɔrlɔʒ];Uhr (eine)
7;27;impossible (adj.);[ɛ̃pɔsibl];unmöglich (adj.)
7;27;impressionnisme (l’);[lɛ̃prɛsjɔnism];Impressionismus (der)
7;27;injuste (adj.);[ɛ̃ʒyst];ungerecht (adj.)
7;27;lecture (la);[la lɛktyr];Lektüre (die)
7;27;micro-trottoir (un);[ɛ̃ mikro trɔtwar];Umfrage auf der Straße (eine)
7;27;modèle (un);[ɛ̃ mɔdɛl];Modell (ein)
7;27;oeuvre d’art (une);[ynoevrə dar];Kunstwerk (ein)
7;27;par contre;[par kɔ̃tr];dagegen / jedoch
7;27;parce que;[pars(ə) kə];weil
7;27;passionnant/e (adj.);[pasjɔnɑ̃ / pasjɔnɑ̃t];faszinierend (adj.)
7;27;peintre (un/une);[ɛ̃ pɛ̃tr / yn(ə) pɛ̃tr];Maler/in (ein/eine)
7;27;peinture (la);[la pɛ̃tyr];Malerei (die)
7;27;pourtant;[purtɑ̃];dennoch
7;27;prendre position (v.);[prɑ̃dr(ə) pɔzisjɔ̃];Stellung beziehen
7;27;rétrospective (une);[yn(ə) retrɔspɛktiv];Rückblick (ein)
7;27;se battre (v.);[s(ə) batr];kämpfen
7;28;à distance;[a distɑ̃s];Fern-
7;28;abréviation (une);[ynabrevjasjɔ̃];Abkürzung (eine)
7;28;absent/e (adj.);[apsɑ̃ / apsɑ̃t];abwesend (adj.)
7;28;améliorer (v.);[ameljɔre];verbessern
7;28;bravo;[bravo];Bravo
7;28;clavier (un);[ɛ̃klavje];Tastatur (eine)
7;28;écran (un);[ɛ̃nekrɑ̃];Bildschirm (ein)
7;28;élève (un/une);[ɛ̃nelɛv / ynelɛv];Schüler/in (ein/eine)
7;28;évoluer (v.);[evɔlɥe];entwickeln
7;28;horreur (une);[ynɔroer];Schrecken (ein)
7;28;humain/e (adj.);[ymɛ̃ / ymɛn];menschlich (adj.)
7;28;inventer (v.);[ɛ̃vɑ̃te];erfinden
7;28;justifier (v.);[ʒystifje];begründen
7;28;nommer (v.);[nɔme];benennen
7;28;note (une);[yn(ə) nɔt];Notiz (eine)
7;28;nouveauté (une);[yn(ə) nuvote];Neuheit (eine)
7;28;nul/le (adj.);[nyl / nyl];idiotisch (adj.) (ugs.)
7;28;originalité (l’);[lɔriʒinalite];Besonderheit (die)
7;28;passer (v.);[pase];geschehen
7;28;qualifier (v.);[kalifje];beschreiben
7;28;réalisme (le);[lə realism];Realismus (der)
7;28;signification (la);[la siɲifikasjɔ̃];Bedeutung (die)
8;29;à bord;[a bɔr];an Bord
8;29;arrivée (une);[ynarive];Ankunft (eine)
8;29;authentique (adj.);[otɑ̃tik];authentisch / stilecht (adj.)
8;29;avion (un);[ɛ̃navjɔ̃];Flugzeug (ein)
8;29;baleine (une);[yn(ə) balɛn];Wal (ein)
8;29;bateau (un);[ɛ̃ bato];Boot (ein)
8;29;bruit (un);[ɛ̃ brɥi];Lärm (ein)
8;29;cabine (une);[yn(ə) kabin];Kabine (eine)
8;29;capitaine (un/une);[ɛ̃ kapitɛn / yn(ə) kapitɛn];Kapitän/in (ein/eine)
8;29;car (un);[ɛ̃ kar];Reisebus (ein)
8;29;condition (une);[yn(ə) kɔ̃disjɔ̃];Bedingung (eine)
8;29;connaissance (une);[yn(ə) kɔnɛsɑ̃s];Bekanntschaft (eine)
8;29;constant/e (adj.);[kɔ̃stɑ̃ / kɔ̃stɑ̃t];ständig (adj.)
8;29;couchage (un);[ɛ̃ kuʃaʒ];Übernachtung (eine)
8;29;coucher de soleil (un);[ɛ̃ kuʃe də solɛj / ɛ̃ kuʃetsolɛj];Sonnenuntergang (ein)
8;29;dauphin (un);[ɛ̃ dofɛ̃];Delphin (ein)
8;29;durée (une);[yn(ə) dyre];Dauer (eine)
8;29;équipage (un);[ɛ̃nekipaʒ];Besatzung (eine)
8;29;équipé/e (adj.);[ekipe / ekipe];ausgestattet (adj.)
8;29;escale (une);[ynɛskal];Zwischenstopp (ein)
8;29;haute mer (la);[la ot(ə) mɛr];Hochsee (die)
8;29;lever de soleil (un);[ɛ̃ l(ə)ve d(ə) solɛj / ɛ̃ l(ə)vetsolɛj];Sonnenaufgang (ein)
8;29;marine (la);[la marin];Marine (die)
8;29;mythique (adj.);[mitik];legendär (adj.)
8;29;navire (un);[ɛ̃ navir];Schiff (ein)
8;29;océan (un);[ɛ̃nɔseɑ̃];Ozean (ein)
8;29;officier/ière (un/une);[ɛ̃nɔfisje / ynɔfisjɛr];Offizier/in (ein/eine)
8;29;oublier (v.);[ublje];vergessen
8;29;passager/ère (un/une);[ɛ̃ pasaʒe / yn(ə) pasaʒɛr];Passagier/in (ein/eine)
8;29;passerelle (une);[yn(ə) pas(ə)rɛl];Brücke (eine)
8;29;piscine (une);[yn(ə) pisin];Schwimmbad (ein)
8;29;poisson volant (un);[ɛ̃ pwasɔ̃ vɔlɑ̃];fliegender Fisch (ein)
8;29;promotion (une);[yn(ə) prɔmɔsjɔ̃];Werbung (eine)
8;29;repos (le);[lə r(ə)po];Entspannung (die)
8;29;rythme (un);[ɛ̃ ritm];Rhythmus (ein)
8;29;se promener (v.);[s(ə) prɔm(ə)ne];spazieren gehen
8;29;se renseigner (v.);[s(ə) rɑ̃seɲe];sich informieren
8;29;servir (v.);[sɛrvir];dienen
8;29;suggestion (une);[yn(ə) sygʒɛstjɔ̃];Anregung (eine)
8;29;surprendre (v.);[syrprɑ̃dr];überraschen
8;29;taille (la);[la taj];Größe (die)
8;29;tenter (v.);[tɑ̃te];versuchen
8;29;traversée (une);[yn(ə) travɛrse];Überfahrt (eine)
8;29;vue (la);[la vy];Aussicht (die)
8;30;accepter (v.);[aksɛpte];annehmen
8;30;attitude (une);[ynatityd];Haltung (eine)
8;30;auberge (une);[ynobɛrʒ];Gasthof (ein)
8;30;canapé (un);[ɛ̃ kanape];Sofa (ein)
8;30;carte (une);[yn(ə) kart];Karte (eine)
8;30;côte (la);[la kot];Küste (die)
8;30;coutume (une);[yn(ə) kutym];Brauch (ein)
8;30;déplacement (un);[ɛ̃ deplas(ə)mɑ̃];Fortbewegung (eine)
8;30;droit/e (adj.);[drwa / drwat];gerade / rechts (adj.)
8;30;endroit (un);[ɛ̃nɑ̃drwa];Ort (ein)
8;30;enrichissant/e (adj.);[ɑ̃riʃisɑ̃ / ɑ̃riʃisɑ̃t];bereichernd (adj.)
8;30;extrême (adj.);[ɛkstrɛm];extrem (adj.)
8;30;géographie (la);[la ʒeografi];Geographie (die)
8;30;héberger (v.);[ebɛrʒe];unterbringen
8;30;hôte / hôtesse (un/ une);[ɛ̃not / ynotɛs];Gastgeber/in (ein/eine)
8;30;ibérique (adj.);[iberik];iberisch (adj.)
8;30;kilomètre (un);[ɛ̃ kilɔmɛtr];Kilometer (ein)
8;30;ligne (une);[yn(ə) liɲ];"Linie / Leitung / Zeile (eine) / (en ligne =
online)"
8;30;longer (v.);[lɔ̃ʒe];entlangfahren
8;30;longtemps;[lɔ̃tɑ̃];lang
8;30;ouvert/e (adj.);[uvɛr / uvɛrt];offen (adj.)
8;30;paysage (un);[ɛ̃ peizaʒ];Landschaft (eine)
8;30;péninsule (une);[yn(ə) penɛ̃syl];Halbinsel (eine)
8;30;pension (une);[yn(ə) pɑ̃sjɔ̃];Pension (eine)
8;30;préparatifs (des);[de preparatif];Vorbereitungen (pl.)
8;30;prêt/e (adj.);[prɛ / prɛt];bereit (adj.)
8;30;résidence (une);[yn(ə) rezidɑ̃s];Ferienwohnung (eine)
8;30;retraité/e (un/une);[ɛ̃ rətrɛte / yn(ə) rətrɛte];Rentner/in (ein/eine)
8;30;risque (un);[ɛ̃ risk];Risiko (ein)
8;30;s’arrêter (v.);[sarete];anhalten
8;30;se débrouiller (v.);[s(ə) debruje];zurechtkommen
8;31;Leçon 31;;
8;31;brousse (la);[la brus];Busch (der)
8;31;case (une);[yn(ə) kaz];Hütte (eine) / Kästchen (ein)
8;31;chauffer (v.);[ʃofe];erwärmen
8;31;ciment (le);[lə simɑ̃];Zement (der)
8;31;colonial/e (adj.);[kɔlɔnjal / kɔlɔnjal];kolonial (adj.)
8;31;crépi (le);[lə krepi];Putz (der)
8;31;dalle (une);[yn(ə) dal];Platte (eine)
8;31;écrivain/e (un/une);[ɛ̃nekrivɛ̃ / ynekrivɛn];Schriftsteller/in (ein/ eine)
8;31;effacement (l');[lefas(ə)mɑ̃];Auslöschen (das)
8;31;étranger/ère (adj.);[etrɑ̃ʒe / etrɑ̃ʒɛr];ausländisch (adj.)
8;31;exercer (v.);[ɛgzɛrse];praktizieren
8;31;fer (le);[lə fɛr];Eisen (das)
8;31;gouvernement (un);[ɛ̃ guvɛrnəmɑ̃];Regierung (eine)
8;31;hamac (un);[ɛ̃ amak];Hängematte (eine)
8;31;hormis;[ɔrmi];außer
8;31;isolé/e (adj.);[izɔle / izɔle];abgelegen (adj.)
8;31;logement de fonction (un);[ɛ̃ lɔʒ(ə)mɑ̃ də fɔ̃ksjɔ̃];Dienstwohnung (eine)
8;31;luxe (le);[lə lyks];Luxus (der)
8;31;médecine (la);[la metsin] / [la medəsin];Medizin (die)
8;31;miroir (un);[ɛ̃ mirwar];Spiegel (ein)
8;31;mur (un);[ɛ̃ myr];Wand (eine)
8;31;négatif/ive (adj.);[negatif / negativ];negativ (adj.)
8;31;oeuvre (une);[ynoevr];Werk (ein)
8;31;parpaing (un);[ɛ̃ parpɛ̃];Leichtbaustein (ein)
8;31;pieds nus;[pje ny];barfuß
8;31;rapport (un);[ɛ̃ rapɔr];Beziehung (eine)
8;31;recouvert/e (adj.);[rəkuvɛr / rəkuvɛrt];bedeckt (adj.)
8;31;rejoindre (v.);[rəʒwɛ̃dr];beitreten / folgen / zurückkehren
8;31;réservoir (un);[ɛ̃ rezɛrvwar];Tank (ein)
8;31;sentir (v.);[sɑ̃tir];fühlen
8;31;sévère (adj.);[sevɛr];streng (adj.)
8;31;sol (un);[ɛ̃ sɔl];Boden (ein)
8;31;toit (un);[ɛ̃ twa];Dach (ein)
8;31;tôle ondulée (la);[la tolɔ̃dyle];Wellblech (das)
8;31;tout à coup;[tutaku];plötzlich
8;31;tube (un);[ɛ̃ tyb];Rohr (ein)
8;32;animé/e (adj.);[anime / anime];belebt (adj.)
8;32;asseoir (s’);[saswar];sich setzen
8;32;carnet de voyage (un);[ɛ̃ karnɛ d(ə) vwajaʒ];Reisetagebuch (ein)
8;32;coller (v.);[kɔle];bekleben / einkleben
8;32;déçu/e (adj.);[desy / desy];enttäuscht (adj.)
8;32;dessin (un);[ɛ̃ desɛ̃];Zeichnung (eine)
8;32;fenêtre (une);[yn(ə) fənɛtr];Fenster (ein)
8;32;grillade (une);[yn(ə) grijad];Grillgericht (ein)
8;32;humide (adj.);[ymid];feucht (adj.)
8;32;illustrer (v.);[ilystre];illustrieren
8;32;impatient/e (adj.);[ɛ̃pasjɑ̃ / ɛ̃pasjɑ̃t];ungeduldig (adj.)
8;32;légender (v.);[leʒɑ̃de];beschriften
8;32;mobylette (une);[yn(ə) mɔbilɛt];Mofa (ein)
8;32;nuit (une);[yn(ə) nɥi];Nacht (eine)
8;32;paradis (un);[ɛ̃ paradi];Paradies (ein)
8;32;pêcheur/euse (un/une);[ɛ̃ peʃoer / yn(ə) peʃøz];Fischer/in (ein/eine)
8;32;planche (une);[yn(ə) plɑ̃ʃ];Brett (ein)
8;32;plein de (adv.);[plɛ̃ də];voller (adv.)
8;32;ponctuation (la);[la pɔ̃ktɥasjɔ̃];Zeichensetzung (die)
8;32;se remplir (v.);[s(ə) rɑ̃plir];sich füllen
8;32;session (une);[yn(ə) sɛsjɔ̃];Session (eine)
8;32;vague (une);[yn(ə) vag];Welle (eine)
8;32;vivant/e (adj.);[vivɑ̃ / vivɑ̃t];lebendig (adj.)
